,Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
15565,Jelly Belly: Ballistic Beans,Wii,2009.0,Puzzle,0.02,0.0,0.0,0.0,,tbd,E
15566,Army Rescue,Wii,2009.0,Shooter,0.02,0.0,0.0,0.0,,tbd,E
15567,Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011.0,Action,0.02,0.0,0.0,0.0,67.0,6.8,M
15568,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,2009.0,Shooter,0.02,0.0,0.0,0.0,,,
15569,UFO: Trilogy,PC,2007.0,Strategy,0.0,0.02,0.0,0.0,,,
15570,Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015.0,Adventure,0.0,0.0,0.02,0.0,,,
15571,Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012.0,Puzzle,0.0,0.02,0.0,0.0,,,
15572,Aoishiro,PS2,2008.0,Adventure,0.0,0.0,0.02,0.0,,,
15573,Mount & Blade: Warband,PC,2010.0,Role-Playing,0.01,0.01,0.0,0.0,,,
15574,Virtual Kasparov,GBA,2002.0,Strategy,0.01,0.01,0.0,0.0,70.0,tbd,E
15575,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005.0,Platform,0.01,0.0,0.0,0.0,57.0,tbd,E10+
15576,PC Engine Best Collection: Tengai Makyou Collection,PSP,2008.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15577,Kung Fu Panda: Showdown of Legendary Legends,PS3,2015.0,Action,0.0,0.02,0.0,0.0,,tbd,E10+
15578,Kung Fu Panda: Showdown of Legendary Legends,X360,2015.0,Action,0.0,0.02,0.0,0.0,,6.8,E10+
15579,Speed Kings,GC,2003.0,Racing,0.01,0.0,0.0,0.0,59.0,tbd,E
15580,Mighty No. 9,XOne,2016.0,Platform,0.02,0.0,0.0,0.0,55.0,4.2,E10+
15581,You Don't Know Jack,PC,1995.0,Misc,0.02,0.0,0.0,0.0,,,
15582,Crysis: Warhead,PC,2008.0,Shooter,0.0,0.02,0.0,0.0,84.0,7.9,M
15583,ESPN MLS ExtraTime 2002,XB,2002.0,Sports,0.01,0.0,0.0,0.0,68.0,tbd,E
15584,Worldwide Soccer Manager 2007,PC,2006.0,Sports,0.0,0.02,0.0,0.0,87.0,,E
15585,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,2010.0,Misc,0.0,0.0,0.02,0.0,,,
15586,The Sims 2: Family Fun Stuff,PC,2006.0,Simulation,0.0,0.01,0.0,0.0,,4.1,T
15587,Dreamer Series: Horse Trainer,DS,2008.0,Simulation,0.02,0.0,0.0,0.0,,tbd,
15588,Hogs of War,PS,2000.0,Strategy,0.01,0.01,0.0,0.0,62.0,8.8,T
15589,Elven Legacy,PC,2009.0,Strategy,0.02,0.0,0.0,0.0,71.0,7.1,T
15590,Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2007.0,Fighting,0.0,0.0,0.02,0.0,,,
15591,Muchi Muchi Pork & Pink Sweets,X360,2011.0,Shooter,0.0,0.0,0.02,0.0,,,
15592,Trapped Dead,PC,2011.0,Strategy,0.0,0.02,0.0,0.0,50.0,4.7,
15593,Meiji Toukyou Renka,PSP,2013.0,Adventure,0.0,0.0,0.02,0.0,,,
15594,Point Blank 3,PS,2000.0,Shooter,0.01,0.01,0.0,0.0,78.0,8.4,T
15595,Mushihimesama,X360,2012.0,Action,0.0,0.0,0.02,0.0,,,
15596,Higurashi no Naku Koro ni: Jan,PSP,2009.0,Misc,0.0,0.0,0.02,0.0,,,
15597,Ratchet & Clank Collection,PSV,2014.0,Action,0.0,0.01,0.0,0.0,,,
15598,Elvandia Story,PS2,2007.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15599,Winning Post 8 2016,PS4,2016.0,Simulation,0.0,0.0,0.02,0.0,,,
15600,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012.0,Action,0.0,0.0,0.02,0.0,,,
15601,Triggerheart Excelica Enhanced,PS2,2009.0,Shooter,0.0,0.0,0.02,0.0,,,
15602,Vietcong,PC,2003.0,Shooter,0.0,0.02,0.0,0.0,74.0,8.7,T
15603,Nervous Brickdown,DS,2007.0,Puzzle,0.0,0.01,0.0,0.0,70.0,7.5,E
15604,Puzzle Star Sweep,PS,1997.0,Puzzle,0.01,0.01,0.0,0.0,,,
15605,Battle Spirits: Kiseki no Hasha,PSP,2009.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15606,Maximum Racing: Crash Car Racer,Wii,2010.0,Racing,0.01,0.01,0.0,0.0,,tbd,E
15607,The Conveni 4,PS2,2006.0,Simulation,0.0,0.0,0.02,0.0,,,
15608,The Cheetah Girls,GBA,2006.0,Misc,0.01,0.0,0.0,0.0,,tbd,E
15609,Charlie's Angels,GC,2003.0,Action,0.01,0.0,0.0,0.0,23.0,3.3,T
15610,Kamen Rider: Battride War II,WiiU,2014.0,Action,0.0,0.0,0.02,0.0,,,
15611,Niko Puchi Girls Runway,3DS,2015.0,Misc,0.0,0.0,0.02,0.0,,,
15612,uDraw Studio: Instant Artist,X360,2011.0,Misc,0.01,0.01,0.0,0.0,54.0,5.7,E
15613,The Testament of Sherlock Holmes,X360,2012.0,Adventure,0.0,0.02,0.0,0.0,64.0,7.6,M
15614,Seitokai no Ichizon: DS-suru Seitokai,DS,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
15615,Disney Infinity,PSV,2013.0,Action,0.01,0.0,0.0,0.0,,,
15616,Guitar Hero III: Legends of Rock,PC,2007.0,Misc,0.02,0.0,0.0,0.0,79.0,7.2,T
15617,Teenage Mutant Ninja Turtles Double Pack,GBA,2006.0,Action,0.01,0.0,0.0,0.0,,,
15618,The Crew: Wild Run,XOne,2015.0,Action,0.0,0.02,0.0,0.0,65.0,6.6,T
15619,Prism Ark: Awake,PS2,2008.0,Adventure,0.0,0.0,0.02,0.0,,,
15620,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016.0,Misc,0.0,0.0,0.02,0.0,,,
15621,Rozen Maiden: Duellwalzer,PS2,2006.0,Adventure,0.0,0.0,0.02,0.0,,,
15622,Rugby 06,XB,2006.0,Sports,0.01,0.0,0.0,0.0,76.0,tbd,
15623,Winter Blast: 9 Snow & Ice Games,Wii,2010.0,Sports,0.02,0.0,0.0,0.0,,,
15624,Coven and Labyrinth of Refrain,PSV,2016.0,Action,0.0,0.0,0.02,0.0,,,
15625,Marvel Avengers: Battle for Earth,X360,2012.0,Action,0.02,0.0,0.0,0.0,62.0,7.3,T
15626,Natsuiro High School: Seishun Hakusho,PS3,2015.0,Action,0.0,0.0,0.02,0.0,,,
15627,Uppers,PSV,2016.0,Action,0.0,0.0,0.02,0.0,,,
15628,Shrek / Shark Tale Game Boy Advance Video,GBA,2006.0,Misc,0.01,0.0,0.0,0.0,,,
15629,Lovely x Cation 1 & 2,PSV,2015.0,Action,0.0,0.0,0.02,0.0,,,
15630,Urban Chaos: Riot Response,XB,2006.0,Shooter,0.01,0.0,0.0,0.0,72.0,8.6,M
15631,Starship Troopers,PC,2005.0,Shooter,0.0,0.02,0.0,0.0,46.0,6.1,M
15632,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015.0,Action,0.0,0.0,0.02,0.0,,,
15633,Ginga Fukei Densetsu: Sapphire,TG16,1995.0,Shooter,0.0,0.0,0.02,0.0,,,
15634,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,2007.0,Action,0.0,0.0,0.02,0.0,,,
15635,The Mummy,GBA,2002.0,Action,0.01,0.0,0.0,0.0,72.0,tbd,E
15636,Guitar Freaks V3 & DrumMania V3,PS2,2007.0,Simulation,0.0,0.0,0.02,0.0,,,
15637,Chrysler Classic Racing,DS,2008.0,Racing,0.02,0.0,0.0,0.0,,tbd,E
15638,The Crow: City of Angels,PS,1997.0,Action,0.01,0.01,0.0,0.0,,,
15639,Military History: Commander - Europe at War,PSP,2009.0,Strategy,0.0,0.01,0.0,0.01,,,
15640,Snow Portable,PSP,2007.0,Adventure,0.0,0.0,0.02,0.0,,,
15641,Heroes of the Pacific,PC,2005.0,Simulation,0.0,0.02,0.0,0.0,76.0,6.7,T
15642,Poyo Poyo Kansatsu Nikki,3DS,2012.0,Action,0.0,0.0,0.02,0.0,,,
15643,Jinsei Game DS,DS,2006.0,Misc,0.0,0.0,0.02,0.0,,,
15644,Guitar Freaks & DrumMania: Masterpiece Gold,PS2,2007.0,Simulation,0.0,0.0,0.02,0.0,,,
15645,7 Roses: A Darkness Rises,PC,2015.0,Misc,0.0,0.02,0.0,0.0,,,
15646,Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016.0,Adventure,0.0,0.0,0.02,0.0,,,
15647,Broken Sword: The Sleeping Dragon,XB,2003.0,Adventure,0.01,0.0,0.0,0.0,77.0,8.3,T
15648,Reversal Challenge,DS,2009.0,Misc,0.02,0.0,0.0,0.0,,tbd,E
15649,Darksiders,PS3,2010.0,Action,0.01,0.0,0.0,0.0,82.0,7.9,M
15650,Tycoon City: New York,PC,2006.0,Strategy,0.0,0.02,0.0,0.0,67.0,8.3,T
15651,Miyako,PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
15652,Motto NUGA-CEL!,PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
15653,NHL 09,PC,2008.0,Sports,0.0,0.02,0.0,0.0,62.0,4.1,E10+
15654,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,2007.0,Strategy,0.0,0.0,0.02,0.0,,,
15655,Super Dodge Ball,NG,1995.0,Sports,0.0,0.0,0.02,0.0,,,
15656,11eyes: CrossOver,PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
15657,Gon: BakuBakuBakuBaku Adventure,3DS,2012.0,Action,0.0,0.0,0.02,0.0,,,
15658,Style Book: Junior City,DS,2006.0,Misc,0.0,0.0,0.02,0.0,,,
15659,Earth Seeker,Wii,2011.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15660,The Crew: Wild Run,PC,2015.0,Action,0.0,0.02,0.0,0.0,74.0,7.4,T
15661,"Warhammer 40,000: Dawn of War: Soulstorm",PC,2008.0,Strategy,0.0,0.02,0.0,0.0,,,
15662,IGT Slots: Lucky Larry's Lobstermania,PC,2011.0,Simulation,0.02,0.0,0.0,0.0,,tbd,
15663,Atlantic Quest,PC,2011.0,Puzzle,0.0,0.02,0.0,0.0,,,
15664,Bakumatsu Rock: Ultra Soul,PSV,2014.0,Misc,0.0,0.0,0.02,0.0,,,
15665,Barbie as the Princess and the Pauper,GBA,2004.0,Adventure,0.01,0.0,0.0,0.0,,tbd,E
15666,Tantei Opera: Milky Holmes,PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
15667,PopCap Hits!,X360,2011.0,Misc,0.0,0.02,0.0,0.0,,,
15668,Entaku no Seito: The Eternal Legend,PSP,2012.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15669,New Atelier Rorona: Hajimari no Monogatari,3DS,2015.0,Action,0.0,0.0,0.02,0.0,,,
15670,WorldShift,PC,2009.0,Strategy,0.02,0.0,0.0,0.0,63.0,8.1,T
15671,My Hero: Doctor,DS,2009.0,Action,0.02,0.0,0.0,0.0,,tbd,E10+
15672,Rainbow Islands Revolution,DS,2005.0,Platform,0.01,0.0,0.0,0.0,54.0,tbd,E
15673,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,2007.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15674,Pillars of Eternity,PC,2014.0,Role-Playing,0.0,0.02,0.0,0.0,89.0,8.3,M
15675,Cabela's Alaskan Adventure,PS2,,Sports,0.01,0.01,0.0,0.0,,,
15676,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2010.0,Action,0.0,0.0,0.02,0.0,,,
15677,Elf Bowling 1 & 2,DS,2005.0,Sports,0.02,0.0,0.0,0.0,,,
15678,"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,2016.0,Adventure,0.0,0.0,0.02,0.0,,,
15679,Germany's Next Topmodel 2011,Wii,2011.0,Simulation,0.0,0.02,0.0,0.0,,,
15680,Heavy Fire: Afghanistan,PC,2011.0,Shooter,0.02,0.0,0.0,0.0,,3.2,
15681,Arabians Lost: The Engagement on Desert,PS2,2007.0,Adventure,0.0,0.0,0.02,0.0,,,
15682,Legendary,PC,2008.0,Shooter,0.0,0.01,0.0,0.0,50.0,6.6,M
15683,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,2010.0,Simulation,0.0,0.0,0.02,0.0,,,
15684,Garfield Gets Real,DS,2009.0,Action,0.0,0.02,0.0,0.0,39.0,tbd,E
15685,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,2010.0,Action,0.0,0.0,0.02,0.0,,,
15686,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2007.0,Misc,0.0,0.0,0.02,0.0,,,
15687,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,2010.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15688,Crime Scene,DS,2009.0,Adventure,0.0,0.02,0.0,0.0,54.0,tbd,M
15689,Puzzle Guzzle,PSP,2007.0,Puzzle,0.02,0.0,0.0,0.0,65.0,tbd,E
15690,Starry ? Sky: After Summer,PSP,2013.0,Misc,0.0,0.0,0.02,0.0,,,
15691,Thomas & Friends: Hero of the Rails,Wii,2010.0,Misc,0.0,0.01,0.0,0.0,,,
15692,Empire Deluxe,PC,1992.0,Strategy,0.02,0.0,0.0,0.0,,,
15693,ESPN NFL Primetime 2002,XB,2002.0,Sports,0.01,0.0,0.0,0.0,57.0,tbd,E
15694,Gallop Racer Inbreed,PS2,2006.0,Sports,0.0,0.0,0.02,0.0,,,
15695,Red Ninja: End of Honor,XB,2005.0,Action,0.01,0.0,0.0,0.0,46.0,4,M
15696,Ketsui: Kizuna Jigoku Tachi Extra,X360,2010.0,Shooter,0.0,0.0,0.02,0.0,,,
15697,Frisbee Disc Freestyle / Frisbee Disc Golf,DS,2007.0,Sports,0.02,0.0,0.0,0.0,,tbd,E
15698,The King of Fighters Collection: The Orochi Saga (JP sales),PS2,2006.0,Fighting,0.0,0.0,0.02,0.0,,,
15699,Suzumiya Haruhi-Chan no Mahjong,PSP,2011.0,Misc,0.0,0.0,0.02,0.0,,,
15700,Commandos 3: Destination Berlin,PC,2003.0,Strategy,0.0,0.02,0.0,0.0,72.0,7.6,T
15701,Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2,2002.0,Adventure,0.0,0.0,0.02,0.0,,,
15702,James Bond 007: Blood Stone,PC,2010.0,Shooter,0.02,0.0,0.0,0.0,63.0,7.1,T
15703,Chili Con Carnage,PSP,2007.0,Shooter,0.0,0.01,0.0,0.0,74.0,8.2,M
15704,Writing and Speaking Beautiful Japanese DS,DS,,Misc,0.0,0.0,0.02,0.0,,,
15705,Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,2006.0,Action,0.0,0.0,0.02,0.0,,,
15706,Kong: The Animated Series,GBA,2002.0,Action,0.01,0.0,0.0,0.0,52.0,tbd,E
15707,Puzzle Quest: Challenge of the Warlords,PSP,2007.0,Puzzle,0.01,0.0,0.0,0.0,84.0,8,E10+
15708,Casper's Scare School: Spooky Sports Day,DS,2009.0,Sports,0.02,0.0,0.0,0.0,,tbd,E
15709,Koisuru Otome to Shugo no Tate Portable,PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
15710,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,2012.0,Action,0.0,0.0,0.02,0.0,,,
15711,Garfield's Nightmare,DS,2007.0,Platform,0.01,0.0,0.0,0.0,70.0,tbd,E
15712,"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,2007.0,Adventure,0.0,0.0,0.02,0.0,,,
15713,Bakumatsu Renka: Karyuu Kenshi-den,PS2,2007.0,Adventure,0.0,0.0,0.02,0.0,,,
15714,Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014.0,Adventure,0.0,0.0,0.02,0.0,,,
15715,Iridium Runners,PS2,2008.0,Racing,0.01,0.01,0.0,0.0,57.0,tbd,E
15716,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010.0,Misc,0.0,0.0,0.02,0.0,,,
15717,Tiny Toon Adventures: Wacky Stackers,GBA,2001.0,Puzzle,0.01,0.0,0.0,0.0,58.0,tbd,E
15718,Princess Frontier Portable,PSP,2011.0,Adventure,0.0,0.0,0.02,0.0,,,
15719,Rock Blast,Wii,2010.0,Puzzle,0.02,0.0,0.0,0.0,,tbd,E
15720,Touch Detective (JP sales),DS,2006.0,Adventure,0.0,0.0,0.02,0.0,,,
15721,Emergency Mayhem,Wii,2008.0,Racing,0.02,0.0,0.0,0.0,40.0,4.3,T
15722,Mary King's Riding School,DS,2008.0,Simulation,0.0,0.02,0.0,0.0,,,
15723,Voodoo Chronicles: First Sign,PC,2011.0,Adventure,0.02,0.0,0.0,0.0,,,
15724,Rising Zan: The Samurai Gunman,PS,1998.0,Action,0.01,0.01,0.0,0.0,,,
15725,Uru: Ages Beyond Myst,PC,2003.0,Adventure,0.0,0.02,0.0,0.0,79.0,7.6,E
15726,Prince of Stride,PSV,2015.0,Adventure,0.0,0.0,0.02,0.0,,,
15727,Robopon 2: Cross Version,GBA,2001.0,Role-Playing,0.01,0.0,0.0,0.0,,,
15728,Mai-Otome Hime: Otome Butou Shi,PS2,2006.0,Fighting,0.0,0.0,0.02,0.0,,,
15729,Ben 10 Omniverse 2,3DS,2013.0,Action,0.0,0.02,0.0,0.0,,7.6,E10+
15730,TMNT: Mutant Melee,XB,2005.0,Fighting,0.01,0.0,0.0,0.0,43.0,4.8,T
15731,Ultimate Puzzle Games,GBA,2005.0,Puzzle,0.01,0.0,0.0,0.0,,tbd,E
15732,Kimikare: New Semester,PSP,2012.0,Action,0.0,0.0,0.02,0.0,,,
15733,Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,2008.0,Action,0.0,0.0,0.02,0.0,,,
15734,Prototype: Biohazard Bundle,PS4,2016.0,Action,0.01,0.0,0.0,0.0,48.0,2,M
15735,RoboCop,XB,2003.0,Shooter,0.01,0.0,0.0,0.0,30.0,3.6,M
15736,Haneru no Tobira Wii: Girigirissu,Wii,2007.0,Misc,0.0,0.0,0.02,0.0,,,
15737,Elminage II: Sousei no Megami to Unmei no Daichi,PSP,2009.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15738,Titanic Mystery,Wii,2010.0,Puzzle,0.02,0.0,0.0,0.0,,tbd,T
15739,Aqua Panic!,DS,2009.0,Puzzle,0.01,0.01,0.0,0.0,,,
15740,Blazing Souls,PS2,2006.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15741,Blood Bowl: Legendary Edition,PC,2010.0,Sports,0.0,0.01,0.0,0.0,73.0,6.4,T
15742,Invizimals: The Lost Kingdom,PS3,2013.0,Action,0.0,0.02,0.0,0.0,50.0,5,E10+
15743,Worms,X360,2007.0,Strategy,0.0,0.02,0.0,0.0,75.0,6.9,E10+
15744,Seinaru Kana: Orichalcum no Na no Motoni,PSP,2012.0,Action,0.0,0.0,0.02,0.0,,,
15745,NHL 2K3,GC,2002.0,Sports,0.01,0.0,0.0,0.0,89.0,7,E
15746,The Hustle: Detroit Streets,XB,2006.0,Sports,0.01,0.0,0.0,0.0,52.0,tbd,T
15747,Tail of the Sun,PS,1996.0,Role-Playing,0.01,0.01,0.0,0.0,,,
15748,Revolution: 25th Anniversary Collection,PC,2016.0,Adventure,0.0,0.02,0.0,0.0,,tbd,
15749,Barnyard Blast: Swine of the Night,DS,2008.0,Platform,0.02,0.0,0.0,0.0,,tbd,E10+
15750,Back to the Future: The Game,XOne,2015.0,Adventure,0.0,0.02,0.0,0.0,,7.3,T
15751,Space Channel 5: Ulala's Cosmic Attack,GBA,2002.0,Misc,0.01,0.0,0.0,0.0,55.0,8,E
15752,Balls of Fury,DS,2007.0,Sports,0.02,0.0,0.0,0.0,62.0,tbd,E10+
15753,Still Life 2,PC,2009.0,Adventure,0.0,0.01,0.0,0.0,67.0,5.7,M
15754,Virtua Quest,PS2,,Role-Playing,0.01,0.01,0.0,0.0,53.0,7.6,T
15755,Disney Sports Basketball,GBA,2002.0,Sports,0.01,0.0,0.0,0.0,73.0,tbd,E
15756,Ozzy & Drix,GBA,2003.0,Platform,0.01,0.0,0.0,0.0,,,
15757,Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,2011.0,Strategy,0.0,0.0,0.02,0.0,,,
15758,Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,2006.0,Misc,0.0,0.0,0.02,0.0,,,
15759,Disney Sports Football,GC,2002.0,Sports,0.01,0.0,0.0,0.0,59.0,tbd,E
15760,Castle Shikigami 2,PS2,2004.0,Shooter,0.01,0.01,0.0,0.0,67.0,7.4,E
15761,Wizardry Twin Pack,PS3,2011.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15762,Rabbids Invasion: The Interactive TV Show,PS4,2014.0,Misc,0.0,0.01,0.0,0.0,,,
15763,Gadget Racers (PAL),PS2,2002.0,Racing,0.0,0.0,0.02,0.0,,,
15764,Moe Star: Moeru Toudai Eigojuku,DS,2008.0,Misc,0.0,0.0,0.02,0.0,,,
15765,The Cube,Wii,2012.0,Action,0.0,0.02,0.0,0.0,,,
15766,Bejeweled Blitz,PC,2010.0,Puzzle,0.0,0.01,0.0,0.0,,tbd,E
15767,Peggle Nights,PC,2008.0,Puzzle,0.0,0.01,0.0,0.0,76.0,8.1,E
15768,Pulse Racer,XB,2003.0,Racing,0.01,0.0,0.0,0.0,24.0,2.8,E
15769,Freestyle Metal X,GC,2003.0,Racing,0.01,0.0,0.0,0.0,,,
15770,Tegami Bachi: Kokoro Tsumugu Mono e,PSP,2010.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15771,Spirits & Spells,GC,2003.0,Platform,0.01,0.0,0.0,0.0,,,
15772,Agatha Christie: Death on the Nile,PC,2008.0,Adventure,0.0,0.01,0.0,0.0,,tbd,T
15773,Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,2009.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15774,NBA 07,PS2,2006.0,Sports,0.01,0.01,0.0,0.0,63.0,6.8,E
15775,Mystery Tales 2: The Spirit Mask,DS,2011.0,Puzzle,0.0,0.02,0.0,0.0,,,E10+
15776,Rogue Trooper,XB,2006.0,Shooter,0.01,0.0,0.0,0.0,71.0,8.5,T
15777,Combat Flight Simulator 3: Battle for Europe,PC,2002.0,Simulation,0.01,0.01,0.0,0.0,69.0,6.5,E
15778,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015.0,Action,0.0,0.0,0.02,0.0,,,
15779,Tomb Raider: Legend,PC,2006.0,Action,0.0,0.01,0.0,0.0,82.0,7.9,T
15780,Command & Conquer 3: Kane's Wrath,PC,2008.0,Strategy,0.0,0.01,0.0,0.0,,,
15781,Eyeshield 21: Portable Edition,PSP,2006.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15782,Taishou Moebius Line Vitable,PSV,2016.0,Adventure,0.0,0.0,0.02,0.0,,,
15783,Robotics;Notes,PSV,2014.0,Adventure,0.0,0.0,0.02,0.0,,,
15784,Kabushiki Baibai Trainer: Kabutore! Next,DS,2007.0,Simulation,0.0,0.0,0.02,0.0,,,
15785,Machi: Unmei no Kousaten,PSP,2006.0,Adventure,0.0,0.0,0.02,0.0,,,
15786,Golden Nugget Casino DS,DS,2005.0,Misc,0.02,0.0,0.0,0.0,,tbd,T
15787,Machi-ing Maker 4,PS3,2011.0,Strategy,0.0,0.0,0.02,0.0,,,
15788,World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,1994.0,Sports,0.0,0.0,0.02,0.0,,,
15789,Ketsui Death Label,DS,2008.0,Shooter,0.0,0.0,0.02,0.0,,,
15790,This War of Mine,PS4,2016.0,Action,0.0,0.01,0.0,0.0,,,
15791,Mechanic Master 2,DS,2010.0,Puzzle,0.02,0.0,0.0,0.0,,tbd,E
15792,SD Gundam Force,GBA,2004.0,Shooter,0.01,0.0,0.0,0.0,,tbd,E
15793,Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011.0,Adventure,0.0,0.0,0.02,0.0,,,
15794,Abunai: Koi no Sousa Shitsu,PSV,2015.0,Action,0.0,0.0,0.02,0.0,,,
15795,Shonen Jump's Yu-Gi-Oh! GX Card Almanac,DS,,Misc,0.0,0.0,0.02,0.0,,,
15796,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,2007.0,Misc,0.0,0.0,0.02,0.0,,,
15797,Raven Squad: Operation Hidden Dagger,PC,2009.0,Shooter,0.02,0.0,0.0,0.0,39.0,3.1,T
15798,Monster High 13 Wishes,3DS,2013.0,Action,0.0,0.02,0.0,0.0,,tbd,E
15799,Myth Makers: Super Kart GP,Wii,2007.0,Racing,0.01,0.0,0.0,0.0,,1.8,E
15800,Canada Hunt,Wii,2010.0,Sports,0.02,0.0,0.0,0.0,,tbd,T
15801,Planetarian: Chiisana Hoshi no Yume,PSP,2009.0,Adventure,0.0,0.0,0.02,0.0,,,
15802,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
15803,Roommate Asami: Okusama wa Joshikousei,PS2,2002.0,Adventure,0.0,0.0,0.02,0.0,,,
15804,Cabbage Patch Kids: The Patch Puppy Rescue,GBA,2007.0,Misc,0.01,0.0,0.0,0.0,,,
15805,Pirates: Legend of the Black Buccaneer,PS2,2006.0,Adventure,0.01,0.01,0.0,0.0,42.0,7,T
15806,Let's Dance with Mel B,X360,2011.0,Sports,0.0,0.02,0.0,0.0,,tbd,T
15807,Horrid Henry: Missions of Mischief,Wii,2010.0,Adventure,0.0,0.01,0.0,0.0,,,E
15808,East India Company,PC,2009.0,Strategy,0.01,0.0,0.0,0.0,67.0,5.7,T
15809,Ultraman Star Chronicles,PSP,2013.0,Strategy,0.0,0.0,0.02,0.0,,,
15810,Amagoushi no Yakata,PS2,2007.0,Adventure,0.0,0.0,0.02,0.0,,,
15811,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015.0,Action,0.0,0.0,0.02,0.0,,,
15812,Ginga Tetsudou 999 DS,DS,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
15813,Aedis Eclipse: Generation of Chaos,PSP,2006.0,Role-Playing,0.02,0.0,0.0,0.0,62.0,6.5,E10+
15814,Koihime Enbu,PS4,2016.0,Fighting,0.0,0.0,0.02,0.0,,,
15815,Franklin: A Birthday Surprise,PS2,2006.0,Misc,0.01,0.01,0.0,0.0,,tbd,E
15816,Without Warning,XB,,Shooter,0.01,0.0,0.0,0.0,45.0,2,M
15817,Suzunone Seven: Rebirth Knot,PS2,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
15818,"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,2013.0,Adventure,0.0,0.0,0.02,0.0,,,
15819,Zoids Dash,DS,2006.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15820,Digimon Rumble Arena,PS,2001.0,Fighting,0.01,0.01,0.0,0.0,64.0,8.8,E
15821,Vitamin X Evolution Plus,PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
15822,NEVES,DS,2007.0,Puzzle,0.01,0.0,0.0,0.0,70.0,tbd,E
